Sales_Person,Country,Product,Date,Amount,Boxes_Shipped
Beverie Moffet,Australia,White Choc,27/06/2024,2659.78,178
Dotty Strutley,Australia,Eclairs,26/01/2024,7897.59,3
Barr Faughny,UK,White Choc,5/7/2024,1959.22,70
Beverie Moffet,Canada,Baker's Choco Chips,11/1/2024,15305.32,91
Kelci Walkden,USA,White Choc,7/3/2024,11257.11,21
Kaine Padly,Canada,50% Dark Bites,4/3/2024,9207.09,109
Karlen McCaffrey,Canada,Organic Choco Syrup,15/07/2024,2769.94,302
Kaine Padly,UK,Peanut Butter Cubes,11/5/2024,7477.56,85
Karlen McCaffrey,USA,Milk Bars,27/01/2024,5231.54,8
Karlen McCaffrey,India,Orange Choco,27/06/2024,3745.21,161
Ches Bonnell,India,Smooth Sliky Salty,3/8/2024,8503.93,19
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/08/2024,12524.3,251
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2024,472.27,101
Dennison Crosswaite,UK,Peanut Butter Cubes,7/2/2024,9771.87,158
Karlen McCaffrey,Australia,Almond Choco,8/7/2024,8130.06,140
Dennison Crosswaite,India,Milk Bars,21/04/2024,1624.06,96
Ches Bonnell,UK,Mint Chip Choco,8/4/2024,2984.4,214
Husein Augar,Australia,50% Dark Bites,19/08/2024,15593.5,56
Jan Morforth,India,Fruit & Nut Bars,4/5/2024,3387.76,60
Mallorie Waber,USA,85% Dark Bars,11/5/2024,2847.18,115
Mallorie Waber,USA,Eclairs,22/03/2024,7511.77,49
Dennison Crosswaite,Canada,Spicy Special Slims,10/8/2024,2711.58,216
Dennison Crosswaite,USA,Fruit & Nut Bars,4/5/2024,1673.44,314
Kelci Walkden,USA,99% Dark & Pure,18/08/2024,8853.16,261
Dotty Strutley,Canada,Raspberry Choco,3/8/2024,4722.39,258
Marney O'Breen,New Zealand,Milk Bars,14/01/2024,8408.12,318
Madelene Upcott,Australia,Choco Coated Almonds,8/4/2024,2442.36,78
Kelci Walkden,UK,Orange Choco,1/8/2024,4010.08,3
Dennison Crosswaite,Canada,Eclairs,15/03/2024,492.21,45
Karlen McCaffrey,India,Mint Chip Choco,15/07/2024,11650.88,192
Barr Faughny,New Zealand,Almond Choco,13/01/2024,6426.04,132
Mallorie Waber,Australia,85% Dark Bars,26/08/2024,2665.28,54
Ches Bonnell,Canada,Eclairs,10/1/2024,2048.58,170
Gigi Bohling,Australia,White Choc,11/5/2024,6267.19,83
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2024,12886.26,21
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2024,6143.64,117
Mallorie Waber,Australia,Almond Choco,1/8/2024,8273.83,130
Brien Boise,Canada,85% Dark Bars,17/02/2024,12163.59,264
Brien Boise,Australia,Drinking Coco,27/07/2024,7192.41,159
Dotty Strutley,USA,Orange Choco,23/02/2024,1452.94,112
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2024,3375.83,41
Dennison Crosswaite,India,99% Dark & Pure,23/06/2024,8328.8,327
Curtice Advani,UK,White Choc,1/2/2024,1634.54,70
Kelci Walkden,Australia,After Nines,2/3/2024,8265.41,298
Gigi Bohling,UK,Fruit & Nut Bars,6/4/2024,1448.1,92
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2024,709.53,77
Curtice Advani,UK,Fruit & Nut Bars,24/06/2024,12197.19,135
Barr Faughny,Canada,50% Dark Bites,19/07/2024,10917.59,302
Curtice Advani,USA,Spicy Special Slims,11/7/2024,1679.89,287
Brien Boise,India,Almond Choco,13/01/2024,2303.17,225
Oby Sorrel,New Zealand,Smooth Sliky Salty,7/7/2024,9261.26,65
Jan Morforth,India,85% Dark Bars,25/05/2024,5252.8,415
Marney O'Breen,India,Fruit & Nut Bars,13/04/2024,5385.55,161
Andria Kimpton,New Zealand,50% Dark Bites,2/3/2024,3741.19,222
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2024,2223.49,127
Kelci Walkden,USA,Drinking Coco,26/07/2024,7720.37,156
Van Tuxwell,Canada,White Choc,22/03/2024,468.09,3
Rafaelita Blaksland,USA,Baker's Choco Chips,9/6/2024,3083.39,55
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2024,6898.94,58
Ches Bonnell,New Zealand,Peanut Butter Cubes,4/3/2024,1036.05,291
Kelci Walkden,Canada,Milk Bars,7/7/2024,17518.04,28
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2024,11691.86,128
Curtice Advani,Australia,Almond Choco,13/07/2024,3136.53,74
Madelene Upcott,Australia,85% Dark Bars,16/06/2024,1677.71,325
Gigi Bohling,UK,50% Dark Bites,18/07/2024,8937.37,66
Ches Bonnell,UK,Manuka Honey Choco,30/05/2024,4761.38,406
Gigi Bohling,UK,70% Dark Bites,21/06/2024,942.02,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2024,6623.03,39
Marney O'Breen,India,Eclairs,13/01/2024,4067.36,94
Curtice Advani,Canada,Fruit & Nut Bars,4/4/2024,4712.55,211
Kaine Padly,UK,Smooth Sliky Salty,8/6/2024,9571.3,594
Karlen McCaffrey,Canada,Spicy Special Slims,2/8/2024,6779.99,46
Kelci Walkden,USA,Organic Choco Syrup,21/07/2024,10772.46,150
Curtice Advani,India,Spicy Special Slims,20/06/2024,189.34,140
Roddy Speechley,India,After Nines,22/06/2024,3015.47,115
Camilla Castle,Australia,Caramel Stuffed Bars,2/5/2024,3538.27,16
Curtice Advani,Australia,99% Dark & Pure,7/1/2024,5196.97,87
Mallorie Waber,UK,50% Dark Bites,21/02/2024,6654.14,102
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2024,8639.19,402
Van Tuxwell,UK,Drinking Coco,4/4/2024,6397.05,136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2024,14596.37,196
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2024,7712.91,192
Gunar Cockshoot,Australia,Drinking Coco,14/01/2024,2456.77,188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,7/2/2024,1435.27,138
Dennison Crosswaite,New Zealand,Drinking Coco,11/1/2024,4324.48,202
Jehu Rudeforth,India,99% Dark & Pure,25/02/2024,2207.76,247
Dotty Strutley,Australia,Mint Chip Choco,1/8/2024,7571.51,26
Roddy Speechley,Australia,Mint Chip Choco,5/5/2024,7189.76,262
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2024,10858.21,451
Dotty Strutley,New Zealand,Choco Coated Almonds,4/1/2024,6524.65,369
Roddy Speechley,New Zealand,50% Dark Bites,9/5/2024,4624.45,212
Rafaelita Blaksland,India,Smooth Sliky Salty,6/5/2024,1961.82,80
Husein Augar,UK,White Choc,13/01/2024,12782.63,158
Roddy Speechley,Australia,Almond Choco,24/06/2024,4928.3,71
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2024,1115.84,22
Camilla Castle,Australia,99% Dark & Pure,18/01/2024,5346.62,109
Kaine Padly,India,Milk Bars,2/5/2024,3168.11,93
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2024,9007.92,52
Mallorie Waber,USA,Almond Choco,28/01/2024,7400.07,383
Kaine Padly,Canada,99% Dark & Pure,24/06/2024,1420.22,422
Oby Sorrel,UK,After Nines,18/07/2024,2555.95,109
Gunar Cockshoot,UK,Eclairs,13/04/2024,4059.65,175
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2024,18581.37,83
Jan Morforth,India,Peanut Butter Cubes,4/1/2024,8813.58,182
Husein Augar,Australia,Eclairs,4/7/2024,7914.74,31
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2024,2787.72,342
Camilla Castle,Australia,Manuka Honey Choco,17/03/2024,681.71,170
Oby Sorrel,Australia,Almond Choco,15/02/2024,6827.53,241
Jan Morforth,USA,Orange Choco,29/06/2024,1082,158
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2024,2966.98,121
Mallorie Waber,UK,Milk Bars,10/1/2024,3951.74,287
Curtice Advani,USA,Raspberry Choco,15/03/2024,3151.23,144
Marney O'Breen,Canada,Milk Bars,8/2/2024,2672.67,317
Brien Boise,India,Caramel Stuffed Bars,25/02/2024,1742.37,106
Gunar Cockshoot,USA,Eclairs,3/5/2024,7301.31,42
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2024,6322.14,26
Gunar Cockshoot,India,50% Dark Bites,9/8/2024,13731.44,82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/7/2024,4051.88,253
Kaine Padly,UK,Manuka Honey Choco,14/01/2024,8474.69,115
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2024,9426.56,49
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2024,9770.28,154
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2024,14234.61,45
Dennison Crosswaite,Australia,Organic Choco Syrup,10/5/2024,6885.01,40
Marney O'Breen,Australia,Spicy Special Slims,23/06/2024,14687.62,293
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2024,16585.43,388
Brien Boise,USA,Organic Choco Syrup,25/05/2024,17415.67,148
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2024,5954.47,236
Van Tuxwell,UK,85% Dark Bars,11/7/2024,4179.91,140
Marney O'Breen,Canada,Spicy Special Slims,3/1/2024,3939.95,365
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2024,791.19,280
Beverie Moffet,USA,50% Dark Bites,28/07/2024,2941.65,360
Brien Boise,USA,Mint Chip Choco,25/05/2024,12476.68,162
Karlen McCaffrey,New Zealand,Eclairs,6/5/2024,2817.14,191
Barr Faughny,India,Drinking Coco,28/01/2024,2411.52,144
Marney O'Breen,UK,Orange Choco,6/6/2024,13072.74,11
Brien Boise,New Zealand,Baker's Choco Chips,12/7/2024,6790.41,26
Ches Bonnell,Canada,Spicy Special Slims,5/8/2024,6092.47,201
Brien Boise,USA,Orange Choco,28/01/2024,7185.5,152
Kaine Padly,India,Spicy Special Slims,31/08/2024,6170.8,138
Mallorie Waber,USA,50% Dark Bites,19/04/2024,1945.05,14
Mallorie Waber,UK,Mint Chip Choco,29/06/2024,6767.42,2
Beverie Moffet,India,Choco Coated Almonds,24/02/2024,3911.69,254
Madelene Upcott,UK,Smooth Sliky Salty,4/3/2024,16733.76,88
Gigi Bohling,India,Eclairs,21/06/2024,3916.92,74
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2024,1082.69,106
Oby Sorrel,New Zealand,White Choc,10/6/2024,4822.33,42
Andria Kimpton,UK,Drinking Coco,23/05/2024,1827.45,66
Kelci Walkden,India,Milk Bars,15/04/2024,1142.41,111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2024,6290.89,232
Andria Kimpton,New Zealand,Organic Choco Syrup,4/3/2024,5616.01,43
Barr Faughny,New Zealand,After Nines,19/04/2024,11250.69,91
Beverie Moffet,UK,Almond Choco,16/05/2024,2799.42,104
Oby Sorrel,Australia,Raspberry Choco,17/02/2024,1157.88,114
Dennison Crosswaite,USA,Raspberry Choco,18/01/2024,7049.32,273
Roddy Speechley,Canada,Orange Choco,9/2/2024,9460.5,84
Mallorie Waber,Canada,Orange Choco,23/03/2024,4173.73,175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,1/2/2024,4005.08,150
Mallorie Waber,India,Drinking Coco,7/3/2024,4650.58,143
Ches Bonnell,UK,White Choc,3/1/2024,3814.56,220
Ches Bonnell,USA,White Choc,11/2/2024,6321.35,325
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2024,5245.53,144
Dotty Strutley,India,White Choc,15/08/2024,12998.67,317
Gigi Bohling,India,Manuka Honey Choco,12/5/2024,5932.12,79
Van Tuxwell,India,Spicy Special Slims,11/4/2024,6811.55,4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2024,21381.14,311
Dotty Strutley,New Zealand,White Choc,15/06/2024,8423.36,63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,1/8/2024,7951.43,109
Kaine Padly,USA,Milk Bars,15/06/2024,18389.1,62
Brien Boise,India,After Nines,16/06/2024,6555.46,45
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2024,5129.71,270
Dennison Crosswaite,USA,Drinking Coco,10/5/2024,2399.02,149
Oby Sorrel,India,Eclairs,25/08/2024,6096.53,344
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2024,8134.67,83
Gigi Bohling,UK,Baker's Choco Chips,16/05/2024,9969.65,449
Jan Morforth,Australia,50% Dark Bites,14/06/2024,3894.16,173
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2024,11533.35,491
Ches Bonnell,USA,Organic Choco Syrup,28/07/2024,8754.31,14
Brien Boise,Canada,Mint Chip Choco,28/01/2024,5475.65,194
Kaine Padly,UK,Orange Choco,29/06/2024,2252.94,196
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2024,278.78,332
Gunar Cockshoot,Canada,Mint Chip Choco,1/7/2024,8936.91,442
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2024,2010.22,144
Curtice Advani,Canada,Smooth Sliky Salty,1/8/2024,2901.91,12
Oby Sorrel,Australia,Milk Bars,21/06/2024,9231.31,278
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2024,12744.67,26
Gigi Bohling,UK,Milk Bars,17/05/2024,1436.97,248
Andria Kimpton,Australia,85% Dark Bars,23/08/2024,4900.32,254
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2024,8263.11,129
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2024,10139.68,552
Karlen McCaffrey,USA,Drinking Coco,29/06/2024,132.68,243
Andria Kimpton,Canada,Organic Choco Syrup,4/1/2024,9479.63,217
Jehu Rudeforth,Australia,Drinking Coco,14/01/2024,3114.84,65
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2024,17866.48,58
Curtice Advani,New Zealand,Spicy Special Slims,10/1/2024,4651.03,494
Madelene Upcott,USA,White Choc,4/5/2024,14360.42,218
Andria Kimpton,USA,Spicy Special Slims,23/05/2024,2595.52,5
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2024,1853.03,153
Oby Sorrel,Canada,Organic Choco Syrup,5/7/2024,1392.99,70
Madelene Upcott,UK,Organic Choco Syrup,21/07/2024,7943.17,174
Dotty Strutley,USA,Mint Chip Choco,21/02/2024,5552.79,272
Kelci Walkden,USA,Orange Choco,3/2/2024,1539.14,143
Gigi Bohling,Australia,Caramel Stuffed Bars,8/7/2024,9117.77,154
Mallorie Waber,India,50% Dark Bites,31/05/2024,631.02,140
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2024,4486.37,104
Van Tuxwell,India,50% Dark Bites,13/05/2024,5591.29,132
Van Tuxwell,USA,Manuka Honey Choco,31/05/2024,2662.54,102
Wilone O'Kielt,USA,Orange Choco,28/02/2024,7481.93,38
Barr Faughny,New Zealand,Eclairs,28/03/2024,7418.41,31
Gigi Bohling,USA,After Nines,14/01/2024,1969.06,235
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2024,7197.75,159
Dennison Crosswaite,Canada,85% Dark Bars,1/8/2024,11719.06,87
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2024,2755.14,63
Husein Augar,USA,White Choc,13/07/2024,2438.56,61
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2024,7661.86,144
Dennison Crosswaite,India,85% Dark Bars,30/06/2024,4886.15,23
Curtice Advani,UK,50% Dark Bites,8/3/2024,3572.26,156
Gunar Cockshoot,USA,Fruit & Nut Bars,9/3/2024,6937.75,94
Oby Sorrel,Canada,Raspberry Choco,16/06/2024,1941.25,221
Gigi Bohling,UK,Drinking Coco,30/06/2024,6173.15,46
Kelci Walkden,India,Mint Chip Choco,28/07/2024,3105.45,116
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/8/2024,3691.6,154
Barr Faughny,UK,Mint Chip Choco,7/7/2024,3950.65,324
Barr Faughny,USA,85% Dark Bars,25/08/2024,13497.17,49
Husein Augar,Canada,Eclairs,17/01/2024,4389.23,241
Jan Morforth,Australia,70% Dark Bites,4/3/2024,6310.98,366
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2024,9693.37,4
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2024,2348.2,266
Kaine Padly,USA,Organic Choco Syrup,11/3/2024,2518.5,24
Camilla Castle,USA,Raspberry Choco,20/05/2024,3516.72,17
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2024,16807.37,44
Jehu Rudeforth,New Zealand,After Nines,14/04/2024,1736.59,70
Jehu Rudeforth,USA,Smooth Sliky Salty,7/7/2024,7900.11,168
Madelene Upcott,India,Mint Chip Choco,24/08/2024,4016.89,71
Jehu Rudeforth,India,Eclairs,24/02/2024,9642.62,140
Karlen McCaffrey,Canada,Raspberry Choco,9/5/2024,773.7,217
Kaine Padly,Australia,70% Dark Bites,8/2/2024,7852.03,240
Roddy Speechley,UK,70% Dark Bites,24/03/2024,1649.57,293
Rafaelita Blaksland,USA,Drinking Coco,20/06/2024,9333.45,78
Mallorie Waber,Canada,Manuka Honey Choco,7/3/2024,1540.11,117
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2024,7840.94,82
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2024,17102.97,267
Madelene Upcott,UK,99% Dark & Pure,26/01/2024,11496.42,49
Madelene Upcott,Australia,Mint Chip Choco,2/5/2024,3072.89,166
Curtice Advani,Canada,99% Dark & Pure,7/7/2024,14990.79,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2024,3170.18,49
Karlen McCaffrey,Australia,After Nines,11/8/2024,2528.14,67
Marney O'Breen,UK,99% Dark & Pure,13/01/2024,8551.6,208
Gunar Cockshoot,Australia,50% Dark Bites,2/3/2024,13072.95,119
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2024,11987.26,41
Kelci Walkden,New Zealand,Drinking Coco,10/3/2024,18385.44,116
Beverie Moffet,USA,85% Dark Bars,23/08/2024,14028.4,344
Roddy Speechley,USA,Eclairs,25/04/2024,4812.71,169
Dennison Crosswaite,UK,Milk Bars,7/3/2024,11963.91,446
Wilone O'Kielt,UK,Organic Choco Syrup,12/7/2024,5574.83,52
Madelene Upcott,USA,Orange Choco,16/05/2024,9205.15,144
Gunar Cockshoot,India,Smooth Sliky Salty,2/3/2024,4133.74,69
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2024,1312.23,164
Marney O'Breen,UK,Manuka Honey Choco,10/6/2024,11735.75,185
Brien Boise,USA,99% Dark & Pure,25/07/2024,7650.76,358
Beverie Moffet,New Zealand,Mint Chip Choco,9/6/2024,4994.93,98
Dennison Crosswaite,USA,Milk Bars,12/5/2024,890.78,62
Gunar Cockshoot,USA,Drinking Coco,9/5/2024,4142.16,5
Brien Boise,Canada,Manuka Honey Choco,9/8/2024,7308.24,178
Van Tuxwell,India,Choco Coated Almonds,13/04/2024,6833.86,115
Andria Kimpton,USA,Caramel Stuffed Bars,2/5/2024,8878.27,47
Dotty Strutley,USA,99% Dark & Pure,9/8/2024,4134.93,307
Camilla Castle,Australia,Raspberry Choco,23/08/2024,6641.89,188
Gunar Cockshoot,India,Spicy Special Slims,13/05/2024,7117.3,174
Karlen McCaffrey,USA,Manuka Honey Choco,1/2/2024,11815.59,68
Camilla Castle,USA,50% Dark Bites,23/06/2024,6962.79,303
Madelene Upcott,UK,Choco Coated Almonds,24/05/2024,11786.42,147
Jan Morforth,Canada,Mint Chip Choco,1/4/2024,1200.19,224
Camilla Castle,Canada,70% Dark Bites,27/07/2024,10791.08,166
Ches Bonnell,India,Peanut Butter Cubes,27/01/2024,26170.95,224
Jan Morforth,India,Choco Coated Almonds,12/8/2024,2987.81,136
Gigi Bohling,Canada,Almond Choco,1/2/2024,11705.99,47
Rafaelita Blaksland,India,After Nines,2/3/2024,5256.03,201
Kelci Walkden,Australia,99% Dark & Pure,30/06/2024,3794.1,36
Dotty Strutley,Australia,Spicy Special Slims,17/01/2024,9655.3,97
Brien Boise,USA,Milk Bars,7/7/2024,16001.54,133
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2024,1386.1,104
Beverie Moffet,UK,99% Dark & Pure,10/8/2024,3821.76,122
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2024,15722.43,351
Brien Boise,New Zealand,White Choc,15/06/2024,6287.25,340
Marney O'Breen,USA,Baker's Choco Chips,26/01/2024,9831.97,9
Kelci Walkden,USA,Spicy Special Slims,29/04/2024,90.36,73
Mallorie Waber,Canada,White Choc,3/3/2024,3799.5,71
Kaine Padly,Australia,Almond Choco,22/02/2024,4674.2,422
Oby Sorrel,USA,Smooth Sliky Salty,4/3/2024,4011.83,169
Dennison Crosswaite,India,Smooth Sliky Salty,7/7/2024,3429.85,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2024,4920.68,380
Jan Morforth,Canada,Caramel Stuffed Bars,2/8/2024,10049.72,118
Oby Sorrel,USA,Baker's Choco Chips,12/8/2024,8485.1,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2024,6030.31,351
Kelci Walkden,Australia,Orange Choco,29/04/2024,13331.77,443
Marney O'Breen,Australia,Manuka Honey Choco,5/4/2024,15245.95,233
Kaine Padly,Canada,Manuka Honey Choco,18/01/2024,11618.55,133
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2024,2629.59,98
Kelci Walkden,Australia,White Choc,24/08/2024,10089.49,168
Curtice Advani,India,85% Dark Bars,18/01/2024,308.24,402
Kaine Padly,USA,Eclairs,22/08/2024,7978.76,10
Gunar Cockshoot,UK,99% Dark & Pure,7/3/2024,8.16,84
Beverie Moffet,UK,Choco Coated Almonds,4/3/2024,3303.13,73
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2024,13959.74,113
Kaine Padly,Australia,Milk Bars,9/6/2024,4251.42,91
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2024,9885.53,217
Jan Morforth,India,Smooth Sliky Salty,3/8/2024,12864.47,93
Rafaelita Blaksland,Australia,Manuka Honey Choco,3/8/2024,5245.6,144
Jehu Rudeforth,UK,Milk Bars,3/5/2024,14345.5,219
Husein Augar,Canada,After Nines,19/01/2024,11462.19,288
Roddy Speechley,USA,50% Dark Bites,11/2/2024,11667.94,306
Van Tuxwell,India,Almond Choco,14/06/2024,7455.17,383
Kelci Walkden,USA,50% Dark Bites,23/03/2024,7203.64,234
Madelene Upcott,Canada,85% Dark Bars,17/02/2024,8081.58,105
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2024,2055.4,485
Mallorie Waber,Australia,Spicy Special Slims,29/06/2024,6476.09,304
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2024,17490.08,289
Gigi Bohling,Canada,Spicy Special Slims,4/7/2024,13644,281
Roddy Speechley,New Zealand,Almond Choco,28/03/2024,2930.46,70
Curtice Advani,India,Smooth Sliky Salty,19/04/2024,22717.09,143
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2024,9471.72,248
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2024,3400.47,92
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2024,10696.21,201
Andria Kimpton,UK,Milk Bars,11/2/2024,17101.67,307
Camilla Castle,USA,Manuka Honey Choco,21/03/2024,18936.88,180
Gunar Cockshoot,New Zealand,Almond Choco,5/1/2024,6015.37,136
Brien Boise,India,Raspberry Choco,30/05/2024,7623.58,162
Jehu Rudeforth,USA,99% Dark & Pure,4/1/2024,2996.83,227
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2024,1718.97,260
Gigi Bohling,Canada,Milk Bars,10/2/2024,3523.33,114
Dotty Strutley,India,Spicy Special Slims,12/8/2024,1092.36,209
Gunar Cockshoot,USA,Organic Choco Syrup,10/8/2024,2495.71,310
Kelci Walkden,Australia,Raspberry Choco,7/6/2024,813.41,58
Jehu Rudeforth,India,Baker's Choco Chips,6/6/2024,2489.06,81
Karlen McCaffrey,New Zealand,Baker's Choco Chips,5/4/2024,5701.35,201
Wilone O'Kielt,USA,50% Dark Bites,18/04/2024,5084.32,126
Andria Kimpton,India,50% Dark Bites,31/01/2024,15789.48,16
Madelene Upcott,USA,Baker's Choco Chips,22/08/2024,6541.75,141
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2024,11409.11,217
Jan Morforth,Australia,Mint Chip Choco,22/02/2024,19258.41,99
Oby Sorrel,New Zealand,Milk Bars,12/1/2024,5074.86,201
Brien Boise,UK,Almond Choco,25/05/2024,115.9,120
Kelci Walkden,India,Smooth Sliky Salty,1/2/2024,2797.19,9
Rafaelita Blaksland,UK,Eclairs,27/04/2024,1608.04,75
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2024,2960.99,133
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2024,3703.51,260
Curtice Advani,USA,Mint Chip Choco,24/08/2024,5679.57,285
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2024,6764.17,20
Karlen McCaffrey,India,85% Dark Bars,30/03/2024,1108.85,87
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2024,9477.32,160
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2024,5301.93,155
Kelci Walkden,Canada,Peanut Butter Cubes,8/4/2024,8041.25,43
Gigi Bohling,Canada,Drinking Coco,6/7/2024,3716.17,89
Husein Augar,India,Fruit & Nut Bars,4/4/2024,4591.77,222
Jan Morforth,New Zealand,Organic Choco Syrup,2/3/2024,1928.33,217
Gigi Bohling,New Zealand,Raspberry Choco,9/8/2024,1225.12,186
Dennison Crosswaite,Australia,Milk Bars,9/6/2024,11326.55,296
Ches Bonnell,UK,Caramel Stuffed Bars,2/6/2024,3063.08,301
Van Tuxwell,USA,Fruit & Nut Bars,5/7/2024,7093.33,233
Andria Kimpton,Canada,Eclairs,11/8/2024,337.37,120
Madelene Upcott,India,Choco Coated Almonds,11/2/2024,3764.59,158
Kelci Walkden,New Zealand,Spicy Special Slims,11/8/2024,695.32,68
Roddy Speechley,Australia,Drinking Coco,12/5/2024,14609.99,111
Wilone O'Kielt,USA,Milk Bars,15/07/2024,5298.68,96
Andria Kimpton,India,Organic Choco Syrup,18/01/2024,4552.3,132
Madelene Upcott,UK,Fruit & Nut Bars,5/1/2024,9099.26,199
Curtice Advani,Australia,50% Dark Bites,29/06/2024,603.97,239
Brien Boise,Canada,Raspberry Choco,14/06/2024,3172.23,46
Gunar Cockshoot,India,Mint Chip Choco,8/8/2024,4737.32,74
Dennison Crosswaite,India,Mint Chip Choco,23/03/2024,15201.56,142
Barr Faughny,India,Caramel Stuffed Bars,4/1/2024,7912.62,106
Brien Boise,India,Milk Bars,22/02/2024,14190.78,269
Beverie Moffet,UK,Spicy Special Slims,17/02/2024,9327.08,259
Barr Faughny,USA,Almond Choco,3/2/2024,434.42,83
Van Tuxwell,Canada,Raspberry Choco,17/03/2024,1497.58,132
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2024,3124.74,155
Brien Boise,Australia,Milk Bars,27/07/2024,2356.21,54
Husein Augar,Australia,Fruit & Nut Bars,28/01/2024,8548,55
Madelene Upcott,Australia,Organic Choco Syrup,5/7/2024,12094.34,52
Van Tuxwell,India,White Choc,15/03/2024,2119.42,46
Gunar Cockshoot,Canada,After Nines,4/8/2024,3038.32,220
Jan Morforth,USA,Fruit & Nut Bars,27/06/2024,5187.72,382
Jan Morforth,Canada,After Nines,13/07/2024,5384.52,180
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2024,6575.07,249
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2024,6350.37,59
Oby Sorrel,Australia,85% Dark Bars,30/06/2024,7488.06,28
Curtice Advani,Canada,Choco Coated Almonds,18/08/2024,6997.57,7
